cliente,data_venda,genero,produto,preco,quantidade,total,tempo_entrega,cidade
Pedro alves,0023-09-26,,Notebook,50.0,0,,,São paulo
Maria souza,2024-04-14,,Mouse,120.0,0,150,,Porto alegre
Pedro alves,2024-10-19,,Teclado,800.0,2,100,0:03:44,Belo horizonte
Pedro alves,2023-12-26,Masculino,Mouse,1200.0,1,3500,,Belo horizonte
João silva,0023-12-06,,Teclado,3500.0,2,240,0:01:21,Porto alegre
Maria souza,2023-06-12,,Cadeira,120.0,0,10476,,Curitiba
João silva,2024-12-17,Masculino,Notebook,1200.0,3,3500,00:36:16,Porto alegre
João silva,0023-03-19,,Teclado,1200.0,1,,,São paulo
Ana clara,2024-02-18,,Mouse,120.0,2,150,0:02:40,Curitiba
Ana clara,2023-05-27,,Monitor,800.0,3,,00:33:31,Belo horizonte
Ana clara,2023-01-15,Masculino,Mouse,120.0,0,1200,,Rio de janeiro
Maria souza,0024-04-13,,Mouse,120.0,2,,0:02:15,Belo horizonte
Ana clara,0023-06-08,Masculino,Monitor,800.0,2,2400,0:02:52,Belo horizonte
Carlos lima,2023-01-12,,Monitor,1200.0,2,1600,0:03:51,São paulo
Maria souza,2024-05-17,,Mouse,120.0,1,100,,Porto alegre
Pedro alves,0024-12-10,Masculino,Teclado,800.0,1,120,,Belo horizonte
Ana clara,2023-01-28,,Monitor,50.0,0,1600,,Curitiba
Ana clara,2024-12-23,Masculino,Notebook,3500.0,3,7000,00:09:19,São paulo
Maria souza,0023-11-13,Masculino,Monitor,800.0,2,1648,0:03:46,Curitiba
Carlos lima,0023-05-24,Masculino,Notebook,1200.0,3,1226,00:55:07,São paulo
Pedro alves,2024-06-10,Masculino,Mouse,120.0,1,3550,,Curitiba
Maria souza,2024-12-05,,Monitor,50.0,3,,00:42:24,Belo horizonte
Maria souza,0024-04-14,Masculino,Monitor,1200.0,2,1218,0:02:47,Rio de janeiro
Maria souza,2023-07-05,Masculino,Mouse,3500.0,1,2415,,Rio de janeiro
Carlos lima,2024-01-08,,Teclado,50.0,0,800,,Porto alegre
Carlos lima,2024-10-24,Masculino,Notebook,3500.0,3,,01:37:39,São paulo
Carlos lima,2023-07-22,,Mouse,1200.0,0,7000,,Rio de janeiro
Maria souza,0023-04-14,,Notebook,800.0,0,800,,São paulo
Maria souza,2023-07-26,,Teclado,50.0,1,3600,,Belo horizonte
Maria souza,2023-09-02,Masculino,Cadeira,800.0,0,800,,São paulo
Pedro alves,2023-12-21,Masculino,Monitor,800.0,3,,01:48:50,Belo horizonte
João silva,2023-06-03,,Cadeira,120.0,1,182,,Curitiba
Ana clara,2024-10-03,Masculino,Teclado,1200.0,2,3596,0:02:11,Curitiba
Carlos lima,2024-05-03,Masculino,Cadeira,1200.0,3,10500,00:30:36,Belo horizonte
João silva,0024-04-24,,Teclado,1200.0,0,193,,Curitiba
Carlos lima,2023-02-17,,Mouse,800.0,2,1600,0:02:00,São paulo
Carlos lima,0024-01-12,Masculino,Cadeira,1200.0,1,7014,,Belo horizonte
João silva,2023-10-13,Masculino,Monitor,3500.0,1,,,Curitiba
Maria souza,0024-06-13,,Notebook,800.0,1,,,Porto alegre
Ana clara,2024-09-21,Masculino,Cadeira,800.0,0,50,,Porto alegre
Pedro alves,2023-03-03,Masculino,Monitor,3500.0,3,150,02:49:39,Belo horizonte
Carlos lima,0023-10-03,,Notebook,800.0,3,,01:06:02,Curitiba
João silva,2024-03-22,,Cadeira,800.0,1,2400,,Porto alegre
Pedro alves,2023-11-17,Masculino,Teclado,1200.0,0,120,,Belo horizonte
Pedro alves,2024-07-01,,Monitor,1200.0,0,,,Porto alegre
Ana clara,0023-07-12,Masculino,Monitor,120.0,1,7000,,Porto alegre
Ana clara,0023-10-01,,Teclado,800.0,3,2400,01:48:28,São paulo
Carlos lima,2024-07-05,,Teclado,3500.0,0,120,,Belo horizonte
Ana clara,0024-04-28,,Mouse,3500.0,0,3615,,São paulo
Carlos lima,2023-07-25,,Monitor,800.0,3,2400,01:07:18,Curitiba
Carlos lima,2024-12-02,Masculino,Notebook,120.0,2,2400,0:00:12,Curitiba
Maria souza,2023-09-04,,Notebook,800.0,1,,,Belo horizonte
Carlos lima,2023-03-05,Masculino,Teclado,3500.0,0,1602,,Rio de janeiro
Carlos lima,2024-08-25,Masculino,Mouse,1200.0,1,3600,,Curitiba
João silva,2023-03-01,,Mouse,1200.0,2,240,0:00:45,Curitiba
Pedro alves,0024-11-22,Masculino,Cadeira,800.0,0,360,,Rio de janeiro
João silva,2023-04-09,Masculino,Cadeira,1200.0,3,,02:55:20,Belo horizonte
João silva,2024-07-17,,Monitor,3500.0,3,240,01:23:19,Belo horizonte
Carlos lima,2024-02-23,,Mouse,120.0,2,800,0:02:39,Rio de janeiro
Ana clara,2023-03-27,Masculino,Teclado,120.0,2,1600,0:03:21,Porto alegre
Carlos lima,2024-09-10,,Monitor,800.0,0,,,Porto alegre
Pedro alves,2024-10-17,,Notebook,1200.0,0,1600,,Rio de janeiro
Carlos lima,2024-04-12,,Monitor,3500.0,3,800,02:22:42,Porto alegre
Pedro alves,0023-05-18,Masculino,Mouse,120.0,2,2400,0:01:46,São paulo
Pedro alves,0023-06-19,,Cadeira,3500.0,2,3600,0:01:26,Curitiba
Carlos lima,2024-08-19,Masculino,Mouse,800.0,0,124,,Rio de janeiro
João silva,2023-11-01,Masculino,Teclado,3500.0,2,120,0:03:04,Porto alegre
Maria souza,2024-09-07,,Cadeira,1200.0,2,150,0:02:02,Curitiba
Maria souza,2023-09-10,,Teclado,50.0,3,800,00:05:07,Rio de janeiro
Maria souza,2024-02-11,Masculino,Monitor,50.0,2,50,0:02:43,Rio de janeiro
Maria souza,0023-10-18,,Notebook,1200.0,1,800,,Porto alegre
Maria souza,2023-08-03,,Cadeira,800.0,1,,,Belo horizonte
Pedro alves,0023-08-20,,Mouse,50.0,0,,,Curitiba
Maria souza,2024-11-27,Masculino,Monitor,3500.0,0,2400,,Rio de janeiro
Carlos lima,2023-03-04,,Notebook,3500.0,3,,00:48:25,Curitiba
Ana clara,2024-06-04,,Notebook,120.0,3,120,00:48:33,Belo horizonte
Ana clara,2024-06-12,,Notebook,800.0,0,360,,São paulo
Ana clara,2023-07-02,Masculino,Cadeira,3500.0,0,120,,Curitiba
João silva,2024-11-02,Masculino,Notebook,800.0,0,50,,Curitiba
Carlos lima,0023-07-16,,Teclado,3500.0,1,150,,Belo horizonte
João silva,2023-04-07,,Mouse,120.0,0,100,,Curitiba
Ana clara,2024-07-24,Masculino,Teclado,3500.0,0,1600,,Rio de janeiro
Maria souza,0023-05-08,Masculino,Cadeira,1200.0,2,,0:02:33,Curitiba
Maria souza,2024-08-12,,Monitor,120.0,1,100,,São paulo
Maria souza,2024-05-05,,Cadeira,120.0,0,2449,,Rio de janeiro
Ana clara,2023-11-21,Masculino,Monitor,50.0,1,150,,São paulo
Carlos lima,2024-06-11,Masculino,Notebook,1200.0,0,,,Rio de janeiro
Carlos lima,0023-01-05,,Notebook,800.0,0,50,,Porto alegre
Ana clara,2024-04-25,,Notebook,3500.0,2,1600,0:03:51,Porto alegre
João silva,2023-06-26,Masculino,Notebook,50.0,1,240,,Porto alegre
Carlos lima,2024-02-22,Masculino,Cadeira,120.0,0,360,,Porto alegre
Carlos lima,2023-03-01,,Monitor,3500.0,3,82,00:42:03,Porto alegre
Carlos lima,2024-10-09,Masculino,Mouse,3500.0,2,1600,0:01:19,São paulo
Carlos lima,2023-08-19,,Monitor,3500.0,1,800,,São paulo
Carlos lima,2024-03-17,,Cadeira,3500.0,1,150,,Belo horizonte
Pedro alves,2023-04-23,Masculino,Cadeira,3500.0,3,800,00:51:51,Porto alegre
Pedro alves,2024-05-27,,Monitor,50.0,0,,,Porto alegre
Pedro alves,0024-05-08,,Notebook,1200.0,1,150,,Curitiba
Ana clara,0024-01-02,Masculino,Mouse,800.0,2,100,0:03:06,Rio de janeiro
Carlos lima,2023-09-20,Masculino,Cadeira,50.0,2,10500,0:01:56,São paulo
Carlos lima,2023-06-03,,Teclado,800.0,1,1200,,Rio de janeiro
Maria souza,2023-10-18,,Mouse,120.0,3,2400,00:30:23,Curitiba
Ana clara,2024-10-16,Masculino,Cadeira,120.0,2,,0:00:54,Rio de janeiro
Carlos lima,2024-05-22,Masculino,Mouse,3500.0,1,132,,Curitiba
Maria souza,0023-07-22,,Notebook,120.0,0,,,São paulo
Maria souza,2023-12-21,Masculino,Cadeira,3500.0,3,221,00:25:36,Porto alegre
Maria souza,2024-10-10,Masculino,Cadeira,800.0,0,3600,,Belo horizonte
Pedro alves,2023-11-18,Masculino,Notebook,120.0,0,1164,,Porto alegre
Ana clara,2023-06-17,Masculino,Cadeira,120.0,1,3596,,São paulo
Ana clara,0024-09-28,Masculino,Teclado,1200.0,2,3600,0:01:03,Rio de janeiro
João silva,0023-06-13,Masculino,Mouse,120.0,1,3593,,Curitiba
João silva,2023-06-26,,Teclado,120.0,2,3500,0:01:34,Rio de janeiro
João silva,2024-01-02,,Teclado,1200.0,3,7000,00:57:11,Porto alegre
Ana clara,2024-01-24,Masculino,Monitor,800.0,0,,,Belo horizonte
Maria souza,2024-09-26,Masculino,Monitor,3500.0,2,3500,0:00:49,Belo horizonte
Maria souza,2024-03-10,Masculino,Notebook,1200.0,1,50,,São paulo
Pedro alves,2024-05-02,,Mouse,800.0,2,6,0:01:31,Rio de janeiro
João silva,2024-02-05,,Mouse,3500.0,3,2400,00:15:57,São paulo
João silva,2024-08-04,,Notebook,50.0,2,100,0:01:07,São paulo
Carlos lima,0024-04-06,,Mouse,800.0,0,120,,Belo horizonte
Carlos lima,2024-12-09,,Teclado,50.0,3,2400,01:49:04,Curitiba
Pedro alves,0024-05-26,Masculino,Notebook,3500.0,0,,,Belo horizonte
Pedro alves,2023-07-23,Masculino,Cadeira,1200.0,2,1600,0:02:41,Curitiba
Carlos lima,0023-02-08,Masculino,Notebook,3500.0,0,,,Rio de janeiro
Pedro alves,2023-01-14,Masculino,Mouse,800.0,0,240,,Rio de janeiro
Ana clara,2024-12-15,Masculino,Mouse,3500.0,2,33,0:01:55,Belo horizonte
Ana clara,0024-11-04,,Cadeira,50.0,1,2400,,Curitiba
Ana clara,0024-11-02,Masculino,Cadeira,800.0,0,1201,,Rio de janeiro
Pedro alves,2024-11-10,Masculino,Cadeira,800.0,3,100,02:28:51,Porto alegre
Pedro alves,2023-06-24,Masculino,Notebook,120.0,3,100,02:41:46,Porto alegre
João silva,2023-10-18,Masculino,Notebook,50.0,0,1200,,Curitiba
Maria souza,2024-03-25,Masculino,Notebook,1200.0,0,2400,,Curitiba
Ana clara,2024-05-04,,Mouse,120.0,1,1200,,Rio de janeiro
Pedro alves,2024-06-20,,Notebook,50.0,3,1558,02:28:35,Porto alegre
Pedro alves,0023-12-02,Masculino,Teclado,120.0,1,66,,Curitiba
Carlos lima,0023-01-21,,Mouse,800.0,0,1202,,Rio de janeiro
João silva,0024-07-16,,Mouse,800.0,0,3600,,São paulo
Ana clara,2024-01-22,Masculino,Cadeira,1200.0,3,,01:29:30,São paulo
Ana clara,2023-06-07,Masculino,Teclado,50.0,3,3600,01:13:00,Belo horizonte
João silva,2024-07-25,Masculino,Cadeira,3500.0,3,2400,02:00:23,Curitiba
Pedro alves,2023-08-14,Masculino,Notebook,50.0,0,2400,,Belo horizonte
Maria souza,2023-07-01,,Monitor,3500.0,0,800,,Belo horizonte
Ana clara,2024-02-23,Masculino,Notebook,50.0,3,3500,01:16:59,Rio de janeiro
Pedro alves,2024-09-22,Masculino,Mouse,50.0,2,360,0:00:44,Curitiba
Pedro alves,2024-07-15,,Monitor,50.0,0,360,,São paulo
Maria souza,2023-06-13,Masculino,Monitor,1200.0,0,,,Rio de janeiro
Maria souza,2023-06-13,,Cadeira,3500.0,0,,,Porto alegre
Maria souza,0023-03-10,,Cadeira,1200.0,2,,0:02:00,Curitiba
Maria souza,2023-06-08,Masculino,Monitor,1200.0,3,1600,01:00:17,Rio de janeiro
Ana clara,2024-06-07,,Mouse,800.0,3,,01:45:08,Curitiba
Ana clara,2024-08-11,,Monitor,3500.0,3,1188,02:58:52,Porto alegre
João silva,2023-01-10,Masculino,Cadeira,120.0,1,,,Rio de janeiro
João silva,0023-10-27,Masculino,Notebook,1200.0,0,2400,,Porto alegre
Carlos lima,0023-11-13,Masculino,Monitor,3500.0,1,50,,Rio de janeiro
Carlos lima,2023-08-06,Masculino,Notebook,120.0,2,120,0:03:40,Porto alegre
João silva,2023-11-06,Masculino,Cadeira,800.0,0,10550,,São paulo
João silva,0023-01-26,Masculino,Notebook,50.0,3,120,00:33:08,Curitiba
Pedro alves,0023-05-03,Masculino,Teclado,50.0,1,150,,Porto alegre
João silva,2024-09-18,Masculino,Notebook,3500.0,0,3600,,São paulo
Carlos lima,2023-10-07,Masculino,Mouse,1200.0,0,3500,,São paulo
Pedro alves,0023-11-16,,Notebook,120.0,1,1600,,São paulo
Ana clara,2024-12-21,,Mouse,120.0,2,,0:03:27,Belo horizonte
João silva,2024-03-09,Masculino,Notebook,3500.0,2,,0:01:01,Curitiba
João silva,2023-09-26,,Teclado,120.0,3,7000,02:13:15,Curitiba
Carlos lima,0024-03-20,,Monitor,50.0,2,3500,0:01:31,Belo horizonte
Pedro alves,2024-03-22,Masculino,Cadeira,1200.0,1,2400,,Rio de janeiro
Carlos lima,2024-09-25,,Mouse,800.0,0,3500,,Belo horizonte
Pedro alves,0024-10-19,Masculino,Mouse,120.0,1,120,,Belo horizonte
Ana clara,2023-08-17,,Cadeira,1200.0,2,1200,0:03:55,Rio de janeiro
João silva,2024-09-15,Masculino,Monitor,800.0,3,,01:28:06,São paulo
Pedro alves,2023-06-01,Masculino,Monitor,800.0,2,800,0:01:11,Porto alegre
Carlos lima,2023-07-20,,Monitor,3500.0,0,793,,Curitiba
Maria souza,2023-02-13,Masculino,Notebook,50.0,3,,01:16:51,Belo horizonte
João silva,0024-12-14,,Teclado,120.0,2,1200,0:03:56,Belo horizonte
Ana clara,2024-02-12,Masculino,Teclado,1200.0,3,3500,02:54:33,Porto alegre
Ana clara,2024-06-12,,Teclado,1200.0,2,10500,0:02:53,Belo horizonte
Pedro alves,2024-02-13,Masculino,Mouse,50.0,0,2400,,Curitiba
João silva,0024-06-11,,Notebook,1200.0,1,82,,Belo horizonte
João silva,0024-01-11,,Teclado,120.0,2,800,0:03:15,Porto alegre
João silva,2024-04-10,,Cadeira,3500.0,3,3600,00:39:41,Porto alegre
Ana clara,2023-12-26,Masculino,Notebook,800.0,0,7000,,Belo horizonte
Ana clara,2024-01-22,,Monitor,1200.0,2,2400,0:00:54,Porto alegre
Ana clara,2024-06-04,Masculino,Notebook,1200.0,1,800,,Porto alegre
Maria souza,2023-04-11,,Mouse,3500.0,1,10500,,São paulo
João silva,2024-07-14,,Mouse,120.0,1,,,Belo horizonte
Ana clara,2024-10-09,Masculino,Teclado,3500.0,1,800,,Belo horizonte
Pedro alves,0024-01-11,,Monitor,3500.0,0,,,Curitiba
Pedro alves,2024-06-10,,Cadeira,50.0,1,2400,,Porto alegre
Carlos lima,2023-06-05,Masculino,Notebook,1200.0,1,3600,,Rio de janeiro
Maria souza,2024-11-14,,Cadeira,1200.0,0,3600,,São paulo
Pedro alves,0023-02-28,Masculino,Mouse,50.0,2,195,0:03:11,Curitiba
Pedro alves,2023-09-08,,Mouse,800.0,0,150,,Rio de janeiro
Ana clara,0024-06-09,Masculino,Notebook,120.0,1,1200,,Belo horizonte
Ana clara,0024-02-28,Masculino,Notebook,1200.0,0,6996,,Curitiba
Ana clara,2024-04-23,Masculino,Monitor,50.0,1,,,Rio de janeiro
Carlos lima,2023-10-13,,Teclado,800.0,1,1600,,Rio de janeiro
Maria souza,2023-07-15,Masculino,Teclado,1200.0,3,360,00:37:06,Rio de janeiro
Ana clara,0023-09-16,,Monitor,50.0,2,1647,0:02:06,Belo horizonte
Pedro alves,2023-01-23,Masculino,Monitor,1200.0,0,150,,Belo horizonte
João silva,2023-11-22,,Teclado,800.0,2,240,0:01:17,Belo horizonte
João silva,0024-05-17,,Notebook,120.0,0,100,,Rio de janeiro
João silva,2024-11-25,Masculino,Teclado,800.0,1,360,,São paulo
Maria souza,2024-05-09,,Teclado,50.0,0,150,,Belo horizonte
Carlos lima,2023-10-04,,Teclado,50.0,0,100,,Rio de janeiro
Carlos lima,2023-10-05,,Mouse,50.0,3,204,01:44:32,Porto alegre
Pedro alves,2023-11-01,,Monitor,50.0,2,7000,0:02:11,Curitiba
Maria souza,2024-01-19,,Cadeira,1200.0,2,1600,0:00:20,Curitiba
Maria souza,2024-06-21,Masculino,Mouse,800.0,0,1600,,Belo horizonte
Pedro alves,2023-04-21,,Mouse,3500.0,3,7000,01:47:09,Belo horizonte
Pedro alves,2024-05-16,,Cadeira,50.0,2,3500,0:02:03,Curitiba
Pedro alves,2023-04-14,,Notebook,50.0,0,100,,Belo horizonte
Ana clara,0023-08-27,,Teclado,50.0,2,100,0:01:06,São paulo
Carlos lima,2023-05-26,,Mouse,3500.0,1,849,,Belo horizonte
João silva,2024-07-27,Masculino,Notebook,50.0,2,360,0:00:32,Curitiba
Pedro alves,2024-02-11,,Teclado,120.0,3,1200,00:11:13,Belo horizonte
Ana clara,0023-10-14,,Cadeira,3500.0,1,159,,Belo horizonte
Pedro alves,0024-06-14,,Mouse,50.0,3,2400,00:18:24,Curitiba
Carlos lima,2023-06-07,,Monitor,800.0,0,,,Porto alegre
Pedro alves,0023-12-21,,Notebook,120.0,3,,00:47:59,Porto alegre
Ana clara,2024-04-20,,Monitor,800.0,3,,01:43:35,Curitiba
João silva,2023-08-13,,Notebook,50.0,1,,,Belo horizonte
Ana clara,2024-10-02,Masculino,Mouse,50.0,2,1621,0:02:48,São paulo
João silva,2024-08-05,,Monitor,1200.0,1,2382,,Porto alegre
Maria souza,2024-02-05,,Notebook,1200.0,1,2400,,Porto alegre
Maria souza,2024-12-26,Masculino,Monitor,1200.0,0,,,Rio de janeiro
Maria souza,2024-01-07,Masculino,Mouse,1200.0,2,,0:02:38,Rio de janeiro
Ana clara,2023-07-07,Masculino,Cadeira,120.0,2,3600,0:03:37,Rio de janeiro
Ana clara,2024-11-13,,Notebook,1200.0,1,,,São paulo
Ana clara,0023-01-04,,Monitor,50.0,3,150,00:31:00,Rio de janeiro
Ana clara,2024-08-09,Masculino,Notebook,50.0,0,,,Porto alegre
Ana clara,2024-04-13,,Notebook,800.0,0,,,Rio de janeiro
Maria souza,2023-12-11,,Mouse,1200.0,1,100,,Curitiba
Maria souza,2023-01-10,,Mouse,50.0,1,,,Belo horizonte
Pedro alves,2023-02-05,,Notebook,3500.0,3,150,02:17:18,Rio de janeiro
João silva,0024-04-26,,Notebook,1200.0,1,1200,,Curitiba
Carlos lima,2024-07-25,Masculino,Cadeira,50.0,2,240,0:03:39,Porto alegre
Pedro alves,2024-09-25,,Notebook,1200.0,2,150,0:03:57,Porto alegre
João silva,0024-09-18,,Mouse,800.0,0,2400,,Belo horizonte
João silva,0024-11-03,Masculino,Cadeira,800.0,3,2400,00:20:52,Porto alegre
Pedro alves,2024-12-23,,Teclado,120.0,1,240,,Porto alegre
Maria souza,2024-08-06,Masculino,Teclado,1200.0,3,360,01:58:07,Belo horizonte
Carlos lima,2024-01-11,,Teclado,800.0,3,1600,01:55:30,Porto alegre
João silva,0023-10-03,,Monitor,800.0,3,3600,00:25:46,São paulo
Ana clara,2023-03-16,,Notebook,120.0,2,2400,0:03:16,Rio de janeiro
Carlos lima,2023-09-24,,Mouse,800.0,3,150,00:04:33,São paulo
Ana clara,2024-05-09,Masculino,Notebook,1200.0,2,10497,0:01:57,São paulo
Pedro alves,2024-09-11,Masculino,Monitor,1200.0,3,1200,02:16:52,Porto alegre
Ana clara,2024-08-14,,Notebook,3500.0,0,,,Porto alegre
João silva,2024-09-04,,Monitor,3500.0,0,120,,Belo horizonte
Pedro alves,2023-01-17,Masculino,Teclado,50.0,2,120,0:01:36,São paulo
João silva,2023-06-08,,Notebook,3500.0,1,,,São paulo
Carlos lima,2023-12-12,,Teclado,800.0,3,800,00:33:00,Curitiba
Pedro alves,2024-03-11,,Monitor,800.0,1,,,Porto alegre
Maria souza,2023-05-04,,Mouse,120.0,3,1200,02:21:23,Rio de janeiro
João silva,0023-03-06,,Cadeira,1200.0,0,2400,,Curitiba
Ana clara,2024-06-13,,Cadeira,50.0,1,800,,Curitiba
Ana clara,0024-01-11,Masculino,Monitor,50.0,3,,00:05:32,Rio de janeiro
Carlos lima,2023-08-13,,Teclado,50.0,3,100,01:49:26,Rio de janeiro
Pedro alves,2023-09-17,Masculino,Mouse,800.0,1,150,,Curitiba
Pedro alves,0024-10-09,,Mouse,800.0,3,10457,00:47:00,Rio de janeiro
Pedro alves,2023-09-28,,Teclado,50.0,0,,,Belo horizonte
Carlos lima,2024-03-11,Masculino,Monitor,800.0,3,100,01:07:46,Rio de janeiro
Maria souza,2024-02-17,Masculino,Mouse,800.0,2,142,0:01:46,Rio de janeiro
Maria souza,0024-09-03,,Teclado,120.0,0,808,,São paulo
João silva,2023-11-21,,Mouse,1200.0,0,,,Rio de janeiro
Carlos lima,0024-07-11,,Cadeira,1200.0,0,1200,,São paulo
Pedro alves,0023-09-15,,Notebook,50.0,3,0,01:08:10,Belo horizonte
Carlos lima,0023-08-10,,Mouse,120.0,2,10490,0:01:10,Belo horizonte
João silva,0023-05-09,Masculino,Notebook,1200.0,2,10500,0:02:21,São paulo
João silva,2023-09-15,Masculino,Teclado,1200.0,1,163,,Belo horizonte
João silva,2024-04-27,Masculino,Cadeira,3500.0,0,1600,,Rio de janeiro
Ana clara,2024-05-21,,Monitor,50.0,0,3500,,Belo horizonte
Pedro alves,2023-02-18,,Teclado,3500.0,3,,02:01:45,Porto alegre
Ana clara,2023-11-01,,Notebook,800.0,1,,,São paulo
Maria souza,0024-09-02,Masculino,Notebook,50.0,1,,,Rio de janeiro
Ana clara,2023-02-24,Masculino,Monitor,120.0,2,120,0:01:48,Curitiba
João silva,2024-04-07,Masculino,Monitor,800.0,2,1200,0:03:38,Curitiba
Maria souza,2023-12-28,,Notebook,50.0,3,1600,01:45:04,São paulo
Maria souza,2023-12-03,,Cadeira,1200.0,1,50,,Rio de janeiro
Pedro alves,2023-09-06,,Notebook,3500.0,1,2400,,Curitiba
Pedro alves,0023-12-16,,Teclado,50.0,0,240,,Rio de janeiro
Pedro alves,0024-11-23,,Notebook,120.0,1,,,Rio de janeiro
Ana clara,2023-01-15,,Cadeira,1200.0,1,1200,,Belo horizonte
Carlos lima,2024-05-07,Masculino,Monitor,3500.0,0,,,Curitiba
João silva,2023-07-16,,Teclado,3500.0,1,360,,Rio de janeiro
Maria souza,2024-11-07,Masculino,Teclado,1200.0,2,120,0:02:47,Belo horizonte
João silva,2024-06-26,Masculino,Monitor,1200.0,2,3634,0:00:19,Curitiba
João silva,0024-05-07,Masculino,Teclado,50.0,3,150,02:33:11,Belo horizonte
Ana clara,2023-03-13,Masculino,Mouse,3500.0,0,828,,Rio de janeiro
Carlos lima,2023-12-08,Masculino,Cadeira,3500.0,2,56,0:03:56,Porto alegre
Ana clara,0024-09-02,,Cadeira,120.0,3,120,02:02:59,Belo horizonte
João silva,2024-02-04,,Monitor,800.0,0,,,Belo horizonte
Carlos lima,2024-01-14,,Monitor,120.0,0,150,,Porto alegre
Ana clara,0024-07-14,,Teclado,1200.0,1,2400,,Belo horizonte
Maria souza,2023-11-20,Masculino,Monitor,3500.0,2,286,0:01:39,Curitiba
Carlos lima,2023-10-22,,Notebook,1200.0,3,75,02:39:21,Rio de janeiro
Pedro alves,2024-11-16,,Cadeira,800.0,0,,,Porto alegre
Maria souza,2023-09-01,,Cadeira,800.0,1,10500,,Curitiba
Carlos lima,2023-04-03,,Mouse,50.0,0,100,,Curitiba
Ana clara,2024-11-09,,Mouse,50.0,1,,,São paulo
Maria souza,0024-11-06,,Teclado,120.0,2,373,0:01:26,Curitiba
João silva,2024-08-10,,Cadeira,3500.0,3,120,00:41:26,Curitiba
João silva,2023-11-15,,Teclado,3500.0,0,,,Porto alegre
Pedro alves,0023-12-08,Masculino,Cadeira,800.0,2,,0:00:57,Belo horizonte
Maria souza,2024-03-25,,Monitor,1200.0,2,2400,0:00:38,Belo horizonte
Maria souza,0023-06-09,,Mouse,800.0,0,240,,Curitiba
Carlos lima,0023-08-08,Masculino,Teclado,1200.0,1,3600,,Curitiba
Ana clara,2023-02-21,Masculino,Cadeira,50.0,1,,,Curitiba
Ana clara,2024-04-16,Masculino,Notebook,800.0,1,1600,,Rio de janeiro
Ana clara,2024-06-11,,Mouse,1200.0,2,800,0:00:00,Rio de janeiro
João silva,2024-09-22,Masculino,Notebook,50.0,2,360,0:00:01,São paulo
Ana clara,2023-12-08,Masculino,Cadeira,800.0,3,807,01:50:22,Curitiba
Pedro alves,0024-10-21,,Monitor,3500.0,0,832,,São paulo
João silva,2023-02-25,Masculino,Notebook,3500.0,0,3500,,Belo horizonte
João silva,0024-05-02,,Mouse,800.0,3,2417,01:32:13,Curitiba
João silva,2024-08-09,Masculino,Notebook,50.0,3,3542,01:12:12,Rio de janeiro
Carlos lima,2024-01-20,Masculino,Teclado,3500.0,1,150,,Porto alegre
Carlos lima,2023-03-06,Masculino,Mouse,3500.0,0,,,Curitiba
Maria souza,2024-11-10,,Monitor,50.0,1,,,Porto alegre
Pedro alves,0023-10-19,Masculino,Mouse,1200.0,2,240,0:00:15,Porto alegre
Maria souza,0024-09-22,Masculino,Mouse,800.0,0,,,Porto alegre
Pedro alves,2024-07-28,,Notebook,120.0,3,1600,01:16:29,Belo horizonte
Pedro alves,2024-04-07,Masculino,Cadeira,120.0,2,3500,0:02:48,Belo horizonte
João silva,2024-09-12,,Mouse,50.0,0,120,,Belo horizonte
João silva,2023-01-21,Masculino,Mouse,800.0,0,6980,,Belo horizonte
João silva,2023-05-08,,Mouse,50.0,2,150,0:03:07,São paulo
João silva,2024-07-27,Masculino,Teclado,1200.0,2,1200,0:00:19,Porto alegre
Maria souza,2024-03-21,Masculino,Mouse,1200.0,2,240,0:00:56,Belo horizonte
João silva,2024-01-09,,Mouse,800.0,0,7000,,Porto alegre
João silva,2023-02-05,Masculino,Notebook,3500.0,0,1241,,São paulo
Maria souza,2024-01-27,Masculino,Mouse,3500.0,1,1600,,Rio de janeiro
João silva,2023-01-17,,Teclado,50.0,2,120,0:03:14,Belo horizonte
Ana clara,2024-03-15,,Teclado,1200.0,1,3500,,Rio de janeiro
Pedro alves,2023-05-13,Masculino,Notebook,3500.0,3,,00:00:03,Curitiba
Maria souza,2024-02-16,,Notebook,120.0,1,150,,Curitiba
Ana clara,0024-07-19,Masculino,Notebook,800.0,0,10500,,São paulo
Maria souza,2024-01-15,Masculino,Monitor,1200.0,0,240,,Rio de janeiro
Maria souza,0023-09-21,,Mouse,120.0,0,170,,Curitiba
Maria souza,2023-03-16,Masculino,Cadeira,50.0,0,,,Porto alegre
Maria souza,2023-06-04,,Mouse,800.0,3,240,02:59:14,Belo horizonte
João silva,2023-12-24,Masculino,Monitor,800.0,1,240,,Porto alegre
Pedro alves,2024-09-01,,Mouse,3500.0,3,360,00:17:47,Belo horizonte
João silva,0024-12-07,Masculino,Monitor,3500.0,3,120,02:07:54,Curitiba
João silva,2023-10-28,Masculino,Notebook,1200.0,0,,,Rio de janeiro
João silva,2024-09-09,Masculino,Mouse,3500.0,3,120,02:47:45,Porto alegre
João silva,2023-10-17,Masculino,Mouse,50.0,1,240,,Porto alegre
João silva,2023-02-15,,Cadeira,120.0,0,100,,São paulo
Maria souza,2024-06-15,Masculino,Teclado,120.0,0,1600,,São paulo
Carlos lima,0024-09-13,Masculino,Mouse,50.0,0,,,São paulo
