id_venda,data_venda,cliente,genero,produto,preco,quantidade,total,tempo_entrega,cidade
9065,2024-03-27, João Silva ,Masculino,Cadeira,"R$ 50,00",2,2400,55m,São Paulo
9066,2024-04-19,Carlos Lima,m,Notebook,"R$ 1.200,00",2,1600,101m,Rio de Janeiro
9067,2023-10-17,,,Cadeira,120,1,50,2h 43m,Belo Horizonte
9068,06/03/23, João Silva ,f,Notebook,1200,2,100,2:17:24,Belo Horizonte
9069,2023/06/11, Pedro Alves ,M,Teclado,"R$ 1.200,00",3,,2:52:33,Belo Horizonte
9070,10/09/24,Maria Souza,Masculino,Monitor,R$120,3,,2h 15m,Curitiba
9071,2023/07/19, Pedro Alves ,Feminino,Teclado,R$120,3,107,0:17:14,Porto Alegre
9072,2023/12/28,,Masculino,Mouse,1200,3,150,,Rio de Janeiro
9073,2023-07-22,,,Monitor,"R$ 800,00",3,370,22m,Rio de Janeiro
9074,2023-04-15,,Masculino,Teclado,"R$ 800,00",2,2400,,Curitiba
9075,2023-01-16,Ana Clara,F,Teclado,50,1,,,Porto Alegre
9076,2024/01/16,Ana Clara,,Cadeira,"R$ 3.500,00",1,1200,113m,Belo Horizonte
9077,2024-07-13,Carlos Lima,F,Notebook,R$120,3,,1:19:05,São Paulo
9078,2023-11-03,Maria Souza,Feminino,Monitor,R$3500,3,3600,2h 17m,Curitiba
9079,21/04/23, João Silva ,f,Mouse,120,1,,,Rio de Janeiro
9080,2024-01-18,Maria Souza,f,Mouse,"R$ 3.500,00",3,2400,76m,Porto Alegre
9081,14-08-2023,Maria Souza,MASCULINO,Mouse,R$1200,2,,1:51:11,São Paulo
9082,22-03-2024,,M,Notebook,120,3,399,2:22:00,São Paulo
9083,02-11-2023,,MASCULINO,Monitor,R$120,3,3603,,Belo Horizonte
9084,06-02-2023, Pedro Alves ,f,Cadeira,120,2,240,14m,Belo Horizonte
9085,2023-12-18, João Silva ,Masculino,Notebook,50,3,150,1:44:37,Belo Horizonte
9086,21/08/23,,F,Cadeira,"R$ 3.500,00",2,240,3h 48m,Belo Horizonte
9087,24-10-2024, João Silva ,f,Cadeira,"R$ 50,00",1,1200,,Belo Horizonte
9088,2024/03/24,Maria Souza,Masculino,Monitor,50,2,,0h 9m,Porto Alegre
9089,2024/04/20,,F,Cadeira,R$1200,3,360,83m,São Paulo
9090,06/04/24,,Masculino,Mouse,50,3,,45m,Belo Horizonte
9091,2023/04/28,Carlos Lima,Feminino,Monitor,50,3,117,1:58:24,Rio de Janeiro
9092,2024/03/26, João Silva ,Feminino,Notebook,120,2,7000,1:55:55,Rio de Janeiro
9093,2024-12-20,Maria Souza,M,Mouse,"R$ 120,00",3,,1h 19m,Rio de Janeiro
9094,26/09/23,,MASCULINO,Cadeira,3500,3,2400,1h 46m,Curitiba
9095,2024-04-05, João Silva ,Masculino,Cadeira,"R$ 3.500,00",1,1200,0:12:10,Rio de Janeiro
9096,2024-09-06,,m,Cadeira,50,1,,2:11:35,São Paulo
9097,2024-02-28,,MASCULINO,Monitor,"R$ 3.500,00",1,3500,,Curitiba
9098,13/10/23,Maria Souza,F,Monitor,1200,3,,,Curitiba
9099,2023-10-27,,f,Cadeira,R$50,2,2400,2h 54m,São Paulo
9100,2023/08/02,Carlos Lima,m,Mouse,"R$ 3.500,00",2,,,Curitiba
9101,04-08-2023, João Silva ,F,Teclado,R$800,3,3637,0h 8m,Belo Horizonte
9102,2023/09/24,Carlos Lima,Feminino,Notebook,"R$ 3.500,00",3,150,59m,São Paulo
9103,24/03/24,Maria Souza,MASCULINO,Cadeira,"R$ 120,00",2,100,,Belo Horizonte
9104,01-09-2024, João Silva ,Masculino,Monitor,"R$ 50,00",2,240,,São Paulo
9105,2023/03/16, João Silva ,Feminino,Cadeira,50,1,50,3h 54m,Porto Alegre
9106,17/11/23,Ana Clara,MASCULINO,Notebook,"R$ 800,00",2,2400,123m,Curitiba
9107,02/09/23,Maria Souza,,Teclado,R$120,2,2400,,Rio de Janeiro
9108,26-09-2024, Pedro Alves ,m,Notebook,"R$ 3.500,00",3,150,1:34:58,Curitiba
9109,16/12/23,Maria Souza,Masculino,Teclado,R$120,1,,0h 47m,Curitiba
9110,2023-02-26, João Silva ,Feminino,Cadeira,R$1200,1,50,,Curitiba
9111,09-11-2023,Maria Souza,M,Mouse,800,1,1200,,São Paulo
9112,2023/12/04, João Silva ,F,Notebook,"R$ 800,00",2,7000,1:29:57,São Paulo
9113,2023-09-22, João Silva ,m,Notebook,R$50,1,50,0:17:31,Curitiba
9114,13-03-2023,,Masculino,Cadeira,R$1200,2,2400,1h 21m,Belo Horizonte
9115,2024/12/10, Pedro Alves ,M,Monitor,R$800,2,2400,2:08:51,São Paulo
9116,2023-06-11, João Silva ,m,Notebook,R$3500,2,235,1:22:08,Belo Horizonte
9117,21-08-2024,,MASCULINO,Monitor,R$120,3,10500,0h 40m,Curitiba
9118,04/05/24,,Feminino,Cadeira,"R$ 50,00",3,360,,Porto Alegre
9119,2024-12-23,,F,Mouse,R$1200,1,3500,,Belo Horizonte
9120,2024/01/07, Pedro Alves ,MASCULINO,Notebook,120,1,800,,Porto Alegre
9121,2024-07-21, Pedro Alves ,Feminino,Cadeira,R$120,2,,2h 5m,São Paulo
9122,2024/10/28,Maria Souza,F,Mouse,"R$ 120,00",1,1200,0:54:35,Belo Horizonte
9123,2023-01-25,Carlos Lima,M,Cadeira,50,3,,,Curitiba
9124,2023-04-26,Carlos Lima,Feminino,Notebook,50,2,2400,1h 18m,São Paulo
9125,28/03/23,Ana Clara,Masculino,Cadeira,R$120,2,2400,1h 23m,Curitiba
9126,18/12/23, Pedro Alves ,MASCULINO,Notebook,1200,1,800,1:57:40,São Paulo
9127,2024/10/16, Pedro Alves ,F,Monitor,"R$ 3.500,00",2,100,178m,Porto Alegre
9128,09-07-2024, Pedro Alves ,MASCULINO,Teclado,R$1200,1,800,1:47:36,São Paulo
9129,05/09/23,Ana Clara,f,Notebook,R$120,1,1200,,Curitiba
9130,2024/12/10,Ana Clara,F,Notebook,R$50,3,,48m,Curitiba
9131,06-09-2023,Maria Souza,Feminino,Mouse,R$800,3,150,1h 10m,São Paulo
9132,16/07/23,Carlos Lima,F,Monitor,"R$ 50,00",3,129,179m,Belo Horizonte
9133,17-07-2024,Maria Souza,Masculino,Cadeira,"R$ 50,00",1,795,,São Paulo
9134,2024-09-26, Pedro Alves ,MASCULINO,Teclado,"R$ 50,00",2,100,1:35:53,Belo Horizonte
9135,13/08/24,Maria Souza,MASCULINO,Monitor,800,3,3600,2h 50m,Rio de Janeiro
9136,17-10-2024,Maria Souza,Feminino,Teclado,R$800,1,800,,Belo Horizonte
9137,2024-12-01,Maria Souza,Feminino,Monitor,"R$ 800,00",1,1242,0h 38m,São Paulo
9138,2023-07-12, João Silva ,Feminino,Monitor,120,1,50,,Belo Horizonte
9139,2023-12-23, João Silva ,MASCULINO,Cadeira,"R$ 1.200,00",3,360,,Belo Horizonte
9140,2024/11/05,,M,Teclado,"R$ 1.200,00",1,755,1:28:26,Rio de Janeiro
9141,2024-09-22,,M,Teclado,800,2,1600,121m,São Paulo
9142,2023/08/26,Carlos Lima,MASCULINO,Monitor,50,2,1632,2:27:38,Porto Alegre
9143,09-09-2023,Carlos Lima,M,Monitor,R$50,1,,0h 14m,Porto Alegre
9144,2023/10/21,,F,Mouse,3500,3,,2h 44m,Curitiba
9145,08-07-2023, João Silva ,M,Teclado,50,3,,166m,Belo Horizonte
9146,19-12-2024,Maria Souza,Masculino,Monitor,R$50,2,240,3h 47m,Curitiba
9147,2024-02-06,Ana Clara,m,Cadeira,"R$ 3.500,00",2,1582,,Curitiba
9148,2023/04/05,,F,Monitor,50,3,2400,1:57:47,São Paulo
9149,2024-06-25, Pedro Alves ,m,Mouse,50,1,,3h 6m,Rio de Janeiro
9150,2024/05/23,Carlos Lima,MASCULINO,Mouse,"R$ 800,00",3,3551,56m,Porto Alegre
9151,2023/10/19,,Feminino,Cadeira,"R$ 800,00",3,360,,Rio de Janeiro
9152,2023/01/28, João Silva ,m,Mouse,R$120,1,72,,Porto Alegre
9153,18-11-2023, Pedro Alves ,F,Notebook,"R$ 1.200,00",3,360,151m,Curitiba
9154,16/04/24,Carlos Lima,,Teclado,50,3,2387,121m,Porto Alegre
9155,2023/05/07,Ana Clara,f,Teclado,1200,2,,,Rio de Janeiro
9156,24-01-2023,Maria Souza,M,Monitor,"R$ 1.200,00",1,109,3h 13m,Belo Horizonte
9157,09/04/24,,F,Mouse,R$1200,1,50,120m,Porto Alegre
9158,2023/08/20,Ana Clara,Masculino,Mouse,3500,3,3600,0:18:01,São Paulo
9159,2024/08/28,Carlos Lima,MASCULINO,Monitor,"R$ 800,00",1,1200,3h 58m,Belo Horizonte
9160,2023-05-19, Pedro Alves ,F,Mouse,R$3500,1,814,,Belo Horizonte
9161,2024-09-17, Pedro Alves ,Feminino,Teclado,"R$ 1.200,00",2,100,,Belo Horizonte
9162,05-03-2023, João Silva ,M,Teclado,R$50,3,3600,0:04:10,São Paulo
9163,01/03/23,,f,Teclado,R$50,3,10500,1:07:59,Belo Horizonte
9164,2023-10-14,Ana Clara,,Mouse,"R$ 120,00",3,,93m,Belo Horizonte
9165,18-08-2024,,f,Teclado,"R$ 1.200,00",3,10500,,Belo Horizonte
9166,2023/12/19,,M,Cadeira,R$50,3,,1h 43m,Curitiba
9167,20/06/24, João Silva ,Feminino,Monitor,50,2,240,2:53:17,Belo Horizonte
9168,15/10/23,Ana Clara,F,Cadeira,"R$ 120,00",1,800,,Rio de Janeiro
9169,2023-05-06,Maria Souza,m,Cadeira,R$3500,1,,1:15:58,Belo Horizonte
9170,04/10/24,,,Mouse,120,2,2400,45m,São Paulo
9171,2023/03/28, Pedro Alves ,Masculino,Cadeira,R$120,3,,128m,Rio de Janeiro
9172,2024-08-01,Ana Clara,Feminino,Teclado,R$120,3,2400,0h 29m,Rio de Janeiro
9173,2023/12/07,,Masculino,Notebook,"R$ 50,00",3,150,,São Paulo
9174,2023/03/20, João Silva ,,Cadeira,R$50,3,2400,0h 20m,Curitiba
9175,2023-09-26,,f,Teclado,"R$ 3.500,00",2,234,1:03:17,Porto Alegre
9176,2024-07-17,Maria Souza,f,Mouse,3500,1,50,151m,São Paulo
9177,2023/11/10,,M,Teclado,50,1,,0:40:18,Porto Alegre
9178,2024/06/14, João Silva ,Feminino,Cadeira,"R$ 1.200,00",3,360,1h 25m,Porto Alegre
9179,2023-05-17, João Silva ,M,Teclado,"R$ 3.500,00",3,360,3h 13m,Curitiba
9180,05-09-2023,Ana Clara,M,Monitor,R$1200,3,,2h 21m,Curitiba
9181,15-10-2024,Ana Clara,Masculino,Monitor,"R$ 3.500,00",1,800,2h 51m,Curitiba
9182,05-02-2024,,MASCULINO,Monitor,R$1200,1,800,61m,Rio de Janeiro
9183,24/05/23, João Silva ,Feminino,Notebook,120,3,,96m,Rio de Janeiro
9184,04-07-2023,Maria Souza,f,Cadeira,R$50,2,2400,,Porto Alegre
9185,02/10/23,Maria Souza,F,Notebook,"R$ 800,00",3,,1h 41m,Curitiba
9186,07-06-2023, Pedro Alves ,,Mouse,"R$ 1.200,00",1,1200,1h 53m,Curitiba
9187,2024-01-04,Ana Clara,,Teclado,50,2,240,,São Paulo
9188,18-05-2024, Pedro Alves ,,Notebook,"R$ 800,00",2,240,134m,Porto Alegre
9189,08/04/24,Carlos Lima,m,Teclado,R$50,3,3600,1h 17m,Belo Horizonte
9190,04-04-2023, Pedro Alves ,F,Monitor,800,3,3600,57m,Curitiba
9191,2023/08/12,Maria Souza,f,Teclado,R$50,3,10500,0h 53m,São Paulo
9192,15/05/24,Carlos Lima,F,Monitor,120,1,,,Porto Alegre
9193,2024/04/01,Maria Souza,f,Cadeira,1200,2,,,Curitiba
9194,2024-02-03,,Masculino,Notebook,R$800,3,360,93m,Curitiba
9195,19-09-2023,,,Notebook,"R$ 800,00",1,3500,1h 17m,Rio de Janeiro
9196,2023/02/09,Carlos Lima,MASCULINO,Teclado,R$120,1,800,3h 45m,Porto Alegre
9197,27-03-2024,Ana Clara,m,Mouse,50,3,2400,,Porto Alegre
9198,27-02-2024, Pedro Alves ,MASCULINO,Monitor,R$3500,3,,0h 16m,Curitiba
9199,02/10/23,Carlos Lima,f,Monitor,R$1200,3,382,,Curitiba
9200,2024/02/19, Pedro Alves ,f,Monitor,R$1200,3,150,1h 35m,Curitiba
9201,25/01/23, Pedro Alves ,f,Cadeira,R$1200,2,240,1:37:13,São Paulo
9202,17-06-2024, Pedro Alves ,Masculino,Cadeira,R$800,2,2361,2:04:47,Curitiba
9203,02-09-2023,Ana Clara,F,Mouse,"R$ 120,00",1,3500,0h 39m,Porto Alegre
9204,2024-04-10,Maria Souza,f,Mouse,R$3500,1,92,3h 51m,Belo Horizonte
9205,06-04-2023,Maria Souza,Masculino,Cadeira,50,1,50,126m,Rio de Janeiro
9206,04/06/23,Carlos Lima,Masculino,Mouse,1200,2,240,,Belo Horizonte
9207,2023-09-05,Carlos Lima,MASCULINO,Monitor,50,2,100,0h 0m,São Paulo
9208,2023-03-16,Maria Souza,M,Notebook,R$800,3,3617,,Belo Horizonte
9209,2024-12-18,Carlos Lima,Masculino,Teclado,R$1200,1,1200,145m,Curitiba
9210,2024-12-05, João Silva ,Masculino,Monitor,50,3,360,2h 44m,Rio de Janeiro
9211,2023-04-21,Maria Souza,,Monitor,120,3,2400,31m,Rio de Janeiro
9212,13-03-2024, Pedro Alves ,MASCULINO,Mouse,R$3500,1,800,2h 46m,São Paulo
9213,08-07-2024,,Masculino,Cadeira,"R$ 1.200,00",1,800,,Belo Horizonte
9214,18/08/23,Maria Souza,F,Mouse,R$800,3,2353,1h 55m,Porto Alegre
9215,24/06/23,Carlos Lima,m,Teclado,"R$ 1.200,00",3,150,140m,Curitiba
9216,2023/12/02,,f,Teclado,R$50,3,3600,137m,Porto Alegre
9217,22-12-2023,,MASCULINO,Mouse,R$800,1,,1h 15m,Belo Horizonte
9218,2023/09/11, João Silva ,Feminino,Cadeira,R$120,2,1600,2h 57m,Porto Alegre
9219,2023-07-20,Carlos Lima,Masculino,Teclado,800,3,360,,São Paulo
9220,19/08/23, Pedro Alves ,,Teclado,1200,2,,0:17:30,Porto Alegre
9221,05/05/23,Ana Clara,MASCULINO,Mouse,800,3,2400,2:48:55,Porto Alegre
9222,2023/05/28, Pedro Alves ,F,Cadeira,3500,1,120,1h 23m,Porto Alegre
9223,09-01-2024, Pedro Alves ,MASCULINO,Teclado,R$50,1,3500,,São Paulo
9224,24-01-2023, João Silva ,MASCULINO,Teclado,R$50,1,,,Porto Alegre
9225,07-12-2023,Ana Clara,MASCULINO,Cadeira,50,1,3500,174m,Curitiba
9226,2024-01-02,Maria Souza,F,Cadeira,R$800,1,,3h 42m,Rio de Janeiro
9227,27/04/24, Pedro Alves ,Masculino,Monitor,"R$ 1.200,00",3,2383,1h 4m,Curitiba
9228,2024-10-24,Maria Souza,m,Notebook,R$800,1,120,2h 32m,Belo Horizonte
9229,14-12-2023, João Silva ,MASCULINO,Mouse,50,3,2400,0:35:12,Rio de Janeiro
9230,2023-03-10,Maria Souza,m,Mouse,"R$ 1.200,00",1,120,1h 32m,Rio de Janeiro
9231,2023-04-01,Ana Clara,f,Monitor,50,3,360,0:10:02,São Paulo
9232,25/05/23, Pedro Alves ,M,Mouse,"R$ 50,00",2,2400,1:28:02,Rio de Janeiro
9233,03/03/24, João Silva ,m,Cadeira,"R$ 3.500,00",2,,0:08:56,Rio de Janeiro
9234,16/07/24,,Masculino,Mouse,50,3,3600,0:06:15,Curitiba
9235,21/11/23,Ana Clara,f,Notebook,R$120,3,3600,2h 2m,Belo Horizonte
9236,2023/06/27,,M,Monitor,"R$ 120,00",2,7000,,Porto Alegre
9237,06/06/24, João Silva ,Masculino,Monitor,"R$ 800,00",1,50,35m,São Paulo
9238,2023-02-05,,MASCULINO,Teclado,R$50,3,,43m,São Paulo
9239,2024-12-03,Maria Souza,m,Notebook,R$3500,1,1200,92m,São Paulo
9240,2023-10-27, Pedro Alves ,Feminino,Mouse,R$800,1,120,1:50:15,Belo Horizonte
9241,26/09/24, João Silva ,m,Teclado,50,3,,,Porto Alegre
9242,2023/11/01,Carlos Lima,,Notebook,"R$ 800,00",1,3500,,Belo Horizonte
9243,02-10-2024,Ana Clara,Feminino,Mouse,120,2,6959,2:39:03,São Paulo
9244,18-03-2024,Ana Clara,m,Mouse,R$800,3,3600,1h 39m,São Paulo
9245,2023-05-08,Ana Clara,M,Teclado,800,1,129,1h 17m,Rio de Janeiro
9246,02/06/24,,F,Notebook,"R$ 3.500,00",1,,0h 50m,Rio de Janeiro
9247,2024/05/27,Carlos Lima,f,Monitor,"R$ 50,00",3,,1h 16m,Belo Horizonte
9248,23-05-2024, Pedro Alves ,MASCULINO,Monitor,50,2,240,3h 28m,São Paulo
9249,2024-01-14,Carlos Lima,m,Mouse,R$50,2,100,0h 45m,Porto Alegre
9250,21/12/24,Ana Clara,M,Mouse,R$1200,2,7000,,Rio de Janeiro
9251,2024-06-24,Carlos Lima,MASCULINO,Teclado,"R$ 800,00",1,50,,Belo Horizonte
9252,21/05/24,Maria Souza,f,Notebook,"R$ 120,00",1,800,1:31:39,São Paulo
9253,2023-03-03,Carlos Lima,m,Cadeira,"R$ 1.200,00",3,150,0h 20m,Porto Alegre
9254,2024-02-02,Ana Clara,,Cadeira,50,3,360,32m,São Paulo
9255,2024-09-09,Ana Clara,,Cadeira,R$3500,1,120,2:28:55,São Paulo
9256,12/07/24,Carlos Lima,,Cadeira,R$800,2,1600,,Curitiba
9257,10-05-2024, Pedro Alves ,Feminino,Cadeira,R$800,1,50,0:57:43,Rio de Janeiro
9258,10-11-2024,Ana Clara,MASCULINO,Monitor,120,2,240,2h 25m,Belo Horizonte
9259,2024-05-10,Carlos Lima,,Cadeira,120,2,240,1:44:42,Porto Alegre
9260,27/11/23, Pedro Alves ,F,Mouse,R$50,1,3470,,Rio de Janeiro
9261,2024-10-25,Carlos Lima,Feminino,Monitor,R$1200,1,120,,Belo Horizonte
9262,18-09-2023,Ana Clara,M,Notebook,"R$ 50,00",1,3500,,Porto Alegre
9263,01-08-2023,Ana Clara,Masculino,Monitor,1200,2,100,2h 40m,Porto Alegre
9264,05/07/23, João Silva ,f,Cadeira,"R$ 50,00",3,150,,Curitiba
9265,14/10/24, João Silva ,M,Monitor,"R$ 800,00",1,3500,,Curitiba
9266,2024/11/28,Ana Clara,Masculino,Cadeira,1200,1,3500,2:17:20,Porto Alegre
9267,2023-03-11,Ana Clara,F,Mouse,"R$ 3.500,00",3,10500,2h 28m,Curitiba
9268,2023/12/03,Maria Souza,MASCULINO,Teclado,"R$ 3.500,00",2,2400,1h 18m,São Paulo
9269,2023-06-27, Pedro Alves ,,Notebook,3500,2,,46m,Rio de Janeiro
9270,2023/01/03, Pedro Alves ,,Notebook,R$800,1,3500,1:50:16,Rio de Janeiro
9271,27/01/23, João Silva ,,Notebook,R$800,3,150,111m,São Paulo
9272,2024/04/07, João Silva ,MASCULINO,Notebook,"R$ 50,00",2,,153m,São Paulo
9273,23-01-2024,Ana Clara,f,Cadeira,R$800,3,3600,2h 23m,Belo Horizonte
9274,2024-12-23,Maria Souza,MASCULINO,Teclado,"R$ 800,00",2,100,1:09:03,Curitiba
9275,02/10/24, João Silva ,MASCULINO,Teclado,"R$ 3.500,00",3,,122m,São Paulo
9276,13/06/23,Ana Clara,Feminino,Monitor,R$3500,2,,2:31:29,Porto Alegre
9277,14-09-2023, João Silva ,f,Teclado,800,2,2400,103m,Rio de Janeiro
9278,01-10-2023, João Silva ,MASCULINO,Mouse,R$120,2,100,99m,Belo Horizonte
9279,2023-07-02, Pedro Alves ,MASCULINO,Monitor,"R$ 50,00",1,50,,Rio de Janeiro
9280,07-04-2024, Pedro Alves ,Feminino,Notebook,800,2,,1:19:38,São Paulo
9281,08/03/24,Ana Clara,f,Cadeira,R$120,1,1200,2:19:23,Curitiba
9282,2023/02/02,Ana Clara,Masculino,Mouse,120,1,117,2h 36m,Porto Alegre
9283,2024/06/23,Ana Clara,F,Teclado,"R$ 120,00",1,50,1h 11m,Porto Alegre
9284,06/07/24,,Feminino,Notebook,3500,1,120,1:23:20,Belo Horizonte
9285,2023-03-19,Ana Clara,M,Teclado,R$120,3,360,,Rio de Janeiro
9286,21/12/24, João Silva ,Feminino,Teclado,"R$ 50,00",1,800,1:31:33,São Paulo
9287,2023-11-14,Carlos Lima,M,Notebook,"R$ 120,00",3,154,1h 48m,Belo Horizonte
9288,2023-05-16,Carlos Lima,F,Teclado,R$3500,1,120,,Belo Horizonte
9289,2024-04-08,,M,Cadeira,R$1200,1,,131m,Belo Horizonte
9290,26/02/24,,Masculino,Cadeira,R$120,2,1600,32m,Belo Horizonte
9291,2023/11/19, Pedro Alves ,f,Notebook,"R$ 800,00",1,1200,27m,Belo Horizonte
9292,2024/09/07, João Silva ,m,Mouse,"R$ 1.200,00",1,1200,3h 9m,Porto Alegre
9293,07-10-2023, João Silva ,M,Notebook,R$3500,1,769,0h 47m,Porto Alegre
9294,2024/12/03, João Silva ,Masculino,Mouse,R$800,2,240,0:38:07,Porto Alegre
9295,05-10-2023,Maria Souza,F,Mouse,"R$ 120,00",3,10500,125m,Curitiba
9296,2023/03/04,Carlos Lima,M,Notebook,"R$ 1.200,00",1,90,142m,Porto Alegre
9297,14/03/23, João Silva ,f,Monitor,1200,3,360,150m,Belo Horizonte
9298,07-09-2024,Maria Souza,f,Monitor,R$50,3,360,,São Paulo
9299,2024-10-23,,Masculino,Teclado,"R$ 800,00",3,360,158m,Belo Horizonte
9300,01-01-2024, João Silva ,,Mouse,R$1200,1,96,0h 44m,São Paulo
9301,10/11/23,Maria Souza,MASCULINO,Notebook,R$1200,3,2400,2h 55m,Rio de Janeiro
9302,2024/10/21, Pedro Alves ,,Monitor,800,1,3500,2:50:31,Porto Alegre
9303,06/12/23,Maria Souza,Masculino,Notebook,"R$ 800,00",2,,2h 21m,Porto Alegre
9304,09/11/24, João Silva ,m,Monitor,50,2,240,0:54:32,Rio de Janeiro
9305,03-06-2024,Ana Clara,Feminino,Cadeira,R$1200,2,2400,3h 2m,Rio de Janeiro
9306,2023/08/18, João Silva ,f,Notebook,"R$ 50,00",1,800,29m,Rio de Janeiro
9307,19/12/23,,f,Mouse,"R$ 120,00",3,360,2:16:46,Curitiba
9308,09/04/24,,Feminino,Monitor,R$800,2,240,38m,Belo Horizonte
9309,2024/12/18,Ana Clara,M,Notebook,"R$ 800,00",3,2400,3h 55m,Porto Alegre
9310,2023/04/16,Maria Souza,F,Mouse,R$800,3,2400,1h 27m,Belo Horizonte
9311,13-05-2023,Maria Souza,Feminino,Teclado,R$120,3,360,,São Paulo
9312,2024/12/27, João Silva ,Feminino,Mouse,1200,3,2400,39m,Porto Alegre
9313,20-03-2023,Maria Souza,f,Notebook,800,1,50,129m,São Paulo
9314,28/09/24,Maria Souza,Masculino,Teclado,R$1200,1,120,0:57:42,Belo Horizonte
9315,2024/11/08,Carlos Lima,MASCULINO,Cadeira,R$120,3,150,1:08:24,Curitiba
9316,27-10-2024,Carlos Lima,MASCULINO,Mouse,"R$ 3.500,00",1,50,,Belo Horizonte
9317,18-06-2023,,F,Cadeira,50,3,360,2:05:48,Rio de Janeiro
9318,2024-12-14,Carlos Lima,,Mouse,R$50,1,800,,Rio de Janeiro
9319,09-06-2024,Carlos Lima,F,Cadeira,"R$ 120,00",2,240,,Rio de Janeiro
9320,14/06/24, Pedro Alves ,f,Monitor,800,3,,0:09:15,Curitiba
9321,2024/01/24,Carlos Lima,M,Monitor,3500,1,20,2h 53m,São Paulo
9322,07-02-2023, João Silva ,Feminino,Monitor,3500,3,10500,,Rio de Janeiro
9323,2024/03/02, João Silva ,,Teclado,R$800,2,,0h 17m,Porto Alegre
9324,28/05/24, Pedro Alves ,Masculino,Cadeira,"R$ 120,00",3,150,1h 57m,Curitiba
9325,2023/09/21,Carlos Lima,Feminino,Monitor,1200,1,1200,83m,São Paulo
9326,28/06/23,,M,Mouse,"R$ 1.200,00",3,150,,Curitiba
9327,2023/12/20,,Feminino,Mouse,"R$ 120,00",3,2400,0h 8m,Curitiba
9328,2024-08-24, Pedro Alves ,Feminino,Notebook,120,3,10500,122m,Belo Horizonte
9329,23-12-2024,Ana Clara,Masculino,Mouse,120,2,240,2h 45m,Porto Alegre
9330,2024/01/21,Maria Souza,f,Monitor,R$120,3,3600,,Rio de Janeiro
9331,25/02/23, João Silva ,f,Mouse,R$120,1,3500,,Porto Alegre
9332,01-11-2023, Pedro Alves ,Masculino,Cadeira,R$800,2,1600,1:36:26,São Paulo
9333,26/10/24,Maria Souza,Masculino,Monitor,1200,2,1617,14m,Rio de Janeiro
9334,2023-01-01,Carlos Lima,F,Monitor,R$50,2,7000,,Porto Alegre
9335,2024/04/16,Carlos Lima,Feminino,Notebook,"R$ 50,00",3,360,,Porto Alegre
9336,2023/06/23,Ana Clara,MASCULINO,Monitor,50,3,2400,,Porto Alegre
9337,22-12-2024,Carlos Lima,F,Cadeira,120,3,,,Belo Horizonte
9338,2024/04/08,Maria Souza,,Mouse,120,1,50,,São Paulo
9339,25/09/24,Ana Clara,,Monitor,"R$ 120,00",3,150,2:58:50,Porto Alegre
9340,08-03-2023, João Silva ,f,Teclado,"R$ 3.500,00",2,2400,1h 39m,Curitiba
9341,28/03/24,,,Cadeira,R$50,2,1600,2:03:22,Porto Alegre
9342,28-11-2023,,M,Mouse,R$3500,3,360,2:20:34,Porto Alegre
9343,02/11/23,Carlos Lima,m,Teclado,120,1,120,2:41:26,Belo Horizonte
9344,2024/05/20,,,Notebook,R$3500,1,120,1:37:56,Porto Alegre
9345,2023-10-05, João Silva ,Feminino,Notebook,R$3500,3,10500,75m,São Paulo
9346,2023/12/20,,Masculino,Notebook,120,3,3600,0h 9m,São Paulo
9347,2024-09-01,,,Monitor,1200,1,,109m,Rio de Janeiro
9348,27-07-2024,Ana Clara,Masculino,Mouse,R$50,2,100,3h 35m,Rio de Janeiro
9349,2024-02-20, Pedro Alves ,m,Notebook,R$50,2,,1h 4m,Porto Alegre
9350,2023-09-23,Maria Souza,f,Notebook,800,1,800,132m,São Paulo
9351,18-03-2023,Maria Souza,M,Monitor,"R$ 50,00",3,368,90m,Belo Horizonte
9352,24-09-2024, João Silva ,Feminino,Teclado,"R$ 1.200,00",2,1565,0:01:19,Rio de Janeiro
9353,12-07-2023,,F,Teclado,120,3,,178m,Porto Alegre
9354,14-08-2024, Pedro Alves ,M,Cadeira,3500,2,1579,,Curitiba
9355,27/03/23,Maria Souza,M,Monitor,1200,1,50,1:26:00,Porto Alegre
9356,26-11-2023,,m,Monitor,1200,2,1600,0h 26m,Curitiba
9357,09/06/24,Ana Clara,Masculino,Mouse,3500,2,240,,Porto Alegre
9358,09/04/23,Maria Souza,,Teclado,1200,2,2400,0h 37m,Belo Horizonte
9359,01-10-2023,Ana Clara,Masculino,Cadeira,50,1,,,Rio de Janeiro
9360,2023-09-28,,Masculino,Cadeira,R$800,1,800,0:33:42,Belo Horizonte
9361,07/09/23,Carlos Lima,Feminino,Monitor,R$1200,1,3500,0:32:49,Curitiba
9362,2024-01-05,,m,Mouse,3500,2,7000,73m,Porto Alegre
9363,12/01/23, João Silva ,MASCULINO,Mouse,"R$ 120,00",1,1152,,São Paulo
9364,2023/09/26,Ana Clara,F,Cadeira,R$120,1,3500,0:50:10,Porto Alegre
9365,21/06/24,Maria Souza,,Monitor,"R$ 50,00",1,120,,Rio de Janeiro
9366,2023/08/18, Pedro Alves ,Feminino,Mouse,1200,1,50,0h 22m,Porto Alegre
9367,2023-01-18,Carlos Lima,,Cadeira,"R$ 120,00",1,120,63m,Belo Horizonte
